"Population by Educational Attainment","Number"
"Beginners",""
"Female","126"
"Male","199"
"","325"
"Graduate and Equivalent",""
"Female","54"
"Male","83"
"","137"
"Intermediate and Equivalent",""
"Female","285"
"Male","254"
"","539"
"Level not Stated",""
"Female","16"
"Male","14"
"","30"
"Lower Secondary (Class 6-8)",""
"Female","1313"
"Male","1089"
"","2402"
"Non Formal Education",""
"Female","195"
"Male","263"
"","458"
"Others",""
"Female","2"
"Male","1"
"","3"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","31"
"","39"
"Primary Education (1-5 Class)",""
"Female","1970"
"Male","1842"
"","3812"
"Secondary Level (Class 9-10)",""
"Female","831"
"Male","726"
"","1557"
"SLC and Equivalent",""
"Female","707"
"Male","623"
"","1330"
