"Population by Educational Attainment","Number"
"Beginners",""
"Female","158"
"Male","174"
"","332"
"Graduate and Equivalent",""
"Female","0"
"Male","27"
"","27"
"Intermediate and Equivalent",""
"Female","29"
"Male","136"
"","165"
"Level not Stated",""
"Female","9"
"Male","17"
"","26"
"Lower Secondary (Class 6-8)",""
"Female","324"
"Male","710"
"","1034"
"Non Formal Education",""
"Female","65"
"Male","102"
"","167"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","0"
"","2"
"Primary Education (1-5 Class)",""
"Female","1196"
"Male","1536"
"","2732"
"Secondary Level (Class 9-10)",""
"Female","87"
"Male","382"
"","469"
"SLC and Equivalent",""
"Female","57"
"Male","413"
"","470"
