"Population by Educational Attainment","Number"
"Beginners",""
"Female","240"
"Male","247"
"Graduate and Equivalent",""
"Female","26"
"Male","86"
"Intermediate and Equivalent",""
"Female","185"
"Male","320"
"Level not Stated",""
"Female","7"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","883"
"Male","1031"
"Non Formal Education",""
"Female","202"
"Male","140"
"Others",""
"Female","7"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","47"
"Primary Education (1-5 Class)",""
"Female","1773"
"Male","2014"
"Secondary Level (Class 9-10)",""
"Female","437"
"Male","569"
"SLC and Equivalent",""
"Female","311"
"Male","447"
