"Population by Single Year of Age","Number"
"0",""
"Female","169"
"Male","155"
"1",""
"Female","121"
"Male","161"
"10",""
"Female","223"
"Male","261"
"11",""
"Female","159"
"Male","148"
"12",""
"Female","267"
"Male","257"
"13",""
"Female","190"
"Male","195"
"14",""
"Female","189"
"Male","214"
"15",""
"Female","207"
"Male","173"
"16",""
"Female","163"
"Male","131"
"17",""
"Female","155"
"Male","135"
"18",""
"Female","213"
"Male","156"
"19",""
"Female","100"
"Male","89"
"2",""
"Female","162"
"Male","190"
"20",""
"Female","158"
"Male","93"
"21",""
"Female","116"
"Male","66"
"22",""
"Female","146"
"Male","99"
"23",""
"Female","118"
"Male","51"
"24",""
"Female","121"
"Male","37"
"25",""
"Female","168"
"Male","65"
"26",""
"Female","125"
"Male","47"
"27",""
"Female","91"
"Male","73"
"28",""
"Female","131"
"Male","62"
"29",""
"Female","49"
"Male","37"
"3",""
"Female","201"
"Male","179"
"30",""
"Female","189"
"Male","96"
"31",""
"Female","62"
"Male","33"
"32",""
"Female","122"
"Male","71"
"33",""
"Female","78"
"Male","43"
"34",""
"Female","77"
"Male","53"
"35",""
"Female","187"
"Male","115"
"36",""
"Female","112"
"Male","57"
"37",""
"Female","70"
"Male","46"
"38",""
"Female","102"
"Male","49"
"39",""
"Female","38"
"Male","28"
"4",""
"Female","198"
"Male","208"
"40",""
"Female","177"
"Male","120"
"41",""
"Female","46"
"Male","36"
"42",""
"Female","102"
"Male","77"
"43",""
"Female","51"
"Male","47"
"44",""
"Female","50"
"Male","44"
"45",""
"Female","154"
"Male","117"
"46",""
"Female","58"
"Male","50"
"47",""
"Female","44"
"Male","36"
"48",""
"Female","51"
"Male","75"
"49",""
"Female","23"
"Male","32"
"5",""
"Female","189"
"Male","212"
"50",""
"Female","126"
"Male","96"
"51",""
"Female","31"
"Male","39"
"52",""
"Female","59"
"Male","65"
"53",""
"Female","31"
"Male","40"
"54",""
"Female","33"
"Male","39"
"55",""
"Female","87"
"Male","68"
"56",""
"Female","38"
"Male","51"
"57",""
"Female","45"
"Male","41"
"58",""
"Female","69"
"Male","54"
"59",""
"Female","22"
"Male","43"
"6",""
"Female","203"
"Male","206"
"60",""
"Female","126"
"Male","84"
"61",""
"Female","35"
"Male","24"
"62",""
"Female","57"
"Male","47"
"63",""
"Female","40"
"Male","40"
"64",""
"Female","25"
"Male","43"
"65",""
"Female","102"
"Male","65"
"66",""
"Female","29"
"Male","27"
"67",""
"Female","27"
"Male","27"
"68",""
"Female","46"
"Male","49"
"69",""
"Female","13"
"Male","20"
"7",""
"Female","178"
"Male","189"
"70",""
"Female","69"
"Male","47"
"71",""
"Female","16"
"Male","16"
"72",""
"Female","40"
"Male","35"
"73",""
"Female","15"
"Male","14"
"74",""
"Female","13"
"Male","12"
"75",""
"Female","42"
"Male","33"
"76",""
"Female","18"
"Male","16"
"77",""
"Female","3"
"Male","7"
"78",""
"Female","20"
"Male","23"
"79",""
"Female","4"
"Male","10"
"8",""
"Female","227"
"Male","225"
"80",""
"Female","24"
"Male","24"
"81",""
"Female","6"
"Male","2"
"82",""
"Female","8"
"Male","11"
"83",""
"Female","3"
"Male","7"
"84",""
"Female","4"
"Male","4"
"85",""
"Female","39"
"Male","21"
"9",""
"Female","189"
"Male","171"
