"Population by Educational Attainment","Number"
"Beginners",""
"Female","44"
"Male","40"
"","84"
"Graduate and Equivalent",""
"Female","6"
"Male","19"
"","25"
"Intermediate and Equivalent",""
"Female","57"
"Male","74"
"","131"
"Level not Stated",""
"Female","1"
"Male","1"
"","2"
"Lower Secondary (Class 6-8)",""
"Female","293"
"Male","373"
"","666"
"Non Formal Education",""
"Female","13"
"Male","18"
"","31"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","5"
"","6"
"Primary Education (1-5 Class)",""
"Female","747"
"Male","878"
"","1625"
"Secondary Level (Class 9-10)",""
"Female","165"
"Male","224"
"","389"
"SLC and Equivalent",""
"Female","66"
"Male","105"
"","171"
