"Population by Single Year of Age","Number"
"0",""
"Female","167"
"Male","156"
"1",""
"Female","161"
"Male","144"
"10",""
"Female","210"
"Male","252"
"11",""
"Female","175"
"Male","196"
"12",""
"Female","300"
"Male","257"
"13",""
"Female","237"
"Male","210"
"14",""
"Female","232"
"Male","225"
"15",""
"Female","222"
"Male","200"
"16",""
"Female","201"
"Male","204"
"17",""
"Female","190"
"Male","180"
"18",""
"Female","262"
"Male","192"
"19",""
"Female","164"
"Male","155"
"2",""
"Female","182"
"Male","202"
"20",""
"Female","187"
"Male","141"
"21",""
"Female","143"
"Male","124"
"22",""
"Female","184"
"Male","143"
"23",""
"Female","140"
"Male","92"
"24",""
"Female","131"
"Male","105"
"25",""
"Female","168"
"Male","101"
"26",""
"Female","136"
"Male","74"
"27",""
"Female","115"
"Male","85"
"28",""
"Female","142"
"Male","96"
"29",""
"Female","72"
"Male","51"
"3",""
"Female","213"
"Male","201"
"30",""
"Female","164"
"Male","108"
"31",""
"Female","45"
"Male","37"
"32",""
"Female","103"
"Male","84"
"33",""
"Female","73"
"Male","51"
"34",""
"Female","81"
"Male","46"
"35",""
"Female","180"
"Male","149"
"36",""
"Female","78"
"Male","91"
"37",""
"Female","51"
"Male","46"
"38",""
"Female","106"
"Male","90"
"39",""
"Female","59"
"Male","49"
"4",""
"Female","191"
"Male","194"
"40",""
"Female","184"
"Male","130"
"41",""
"Female","43"
"Male","39"
"42",""
"Female","92"
"Male","90"
"43",""
"Female","55"
"Male","52"
"44",""
"Female","41"
"Male","46"
"45",""
"Female","124"
"Male","112"
"46",""
"Female","63"
"Male","46"
"47",""
"Female","51"
"Male","48"
"48",""
"Female","72"
"Male","78"
"49",""
"Female","44"
"Male","38"
"5",""
"Female","234"
"Male","222"
"50",""
"Female","112"
"Male","116"
"51",""
"Female","37"
"Male","36"
"52",""
"Female","49"
"Male","52"
"53",""
"Female","28"
"Male","31"
"54",""
"Female","30"
"Male","38"
"55",""
"Female","69"
"Male","55"
"56",""
"Female","32"
"Male","34"
"57",""
"Female","35"
"Male","38"
"58",""
"Female","46"
"Male","56"
"59",""
"Female","23"
"Male","33"
"6",""
"Female","205"
"Male","196"
"60",""
"Female","85"
"Male","72"
"61",""
"Female","31"
"Male","38"
"62",""
"Female","51"
"Male","30"
"63",""
"Female","27"
"Male","30"
"64",""
"Female","24"
"Male","31"
"65",""
"Female","67"
"Male","50"
"66",""
"Female","24"
"Male","22"
"67",""
"Female","20"
"Male","31"
"68",""
"Female","36"
"Male","31"
"69",""
"Female","15"
"Male","15"
"7",""
"Female","208"
"Male","220"
"70",""
"Female","52"
"Male","44"
"71",""
"Female","11"
"Male","15"
"72",""
"Female","15"
"Male","31"
"73",""
"Female","13"
"Male","22"
"74",""
"Female","9"
"Male","10"
"75",""
"Female","23"
"Male","28"
"76",""
"Female","10"
"Male","6"
"77",""
"Female","8"
"Male","6"
"78",""
"Female","16"
"Male","19"
"79",""
"Female","3"
"Male","10"
"8",""
"Female","218"
"Male","232"
"80",""
"Female","17"
"Male","7"
"81",""
"Female","4"
"Male","2"
"82",""
"Female","4"
"Male","4"
"83",""
"Female","5"
"Male","6"
"84",""
"Female","0"
"Male","7"
"85",""
"Female","14"
"Male","16"
"9",""
"Female","186"
"Male","201"
