"Population by Educational Attainment","Number"
"Beginners",""
"Female","118"
"Male","175"
"Graduate and Equivalent",""
"Female","14"
"Male","58"
"Intermediate and Equivalent",""
"Female","164"
"Male","259"
"Level not Stated",""
"Female","49"
"Male","25"
"Lower Secondary (Class 6-8)",""
"Female","1057"
"Male","1226"
"Non Formal Education",""
"Female","141"
"Male","75"
"Others",""
"Female","1"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","23"
"Primary Education (1-5 Class)",""
"Female","2017"
"Male","2299"
"Secondary Level (Class 9-10)",""
"Female","543"
"Male","716"
"SLC and Equivalent",""
"Female","305"
"Male","484"
