"Population by disability type","Number"
"Blind/low vision",""
"Female","61"
"Male","71"
"","132"
"Deaf/hard of hearing",""
"Female","51"
"Male","42"
"","93"
"Deaf-Blind",""
"Female","3"
"Male","5"
"","8"
"Intellectual disable",""
"Female","13"
"Male","8"
"","21"
"Mental disable",""
"Female","29"
"Male","41"
"","70"
"Multiple disable",""
"Female","18"
"Male","39"
"","57"
"No disability",""
"Female","24898"
"Male","19218"
"","44116"
"Physical",""
"Female","106"
"Male","168"
"","274"
"Speech problem",""
"Female","59"
"Male","46"
"","105"
