"Population by Educational Attainment","Number"
"Beginners",""
"Female","363"
"Male","414"
"","777"
"Graduate and Equivalent",""
"Female","343"
"Male","549"
"","892"
"Intermediate and Equivalent",""
"Female","985"
"Male","964"
"","1949"
"Level not Stated",""
"Female","28"
"Male","24"
"","52"
"Lower Secondary (Class 6-8)",""
"Female","3967"
"Male","3431"
"","7398"
"Non Formal Education",""
"Female","1145"
"Male","790"
"","1935"
"Others",""
"Female","11"
"Male","6"
"","17"
"Post Graduate Equivalent and Above",""
"Female","39"
"Male","238"
"","277"
"Primary Education (1-5 Class)",""
"Female","5079"
"Male","4877"
"","9956"
"Secondary Level (Class 9-10)",""
"Female","2668"
"Male","2442"
"","5110"
"SLC and Equivalent",""
"Female","1909"
"Male","1984"
"","3893"
