"Population by Educational Attainment","Number"
"Beginners",""
"Female","404"
"Male","415"
"Graduate and Equivalent",""
"Female","86"
"Male","207"
"Intermediate and Equivalent",""
"Female","427"
"Male","491"
"Level not Stated",""
"Female","46"
"Male","45"
"Lower Secondary (Class 6-8)",""
"Female","2630"
"Male","2036"
"Non Formal Education",""
"Female","829"
"Male","677"
"Others",""
"Female","5"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","60"
"Primary Education (1-5 Class)",""
"Female","4223"
"Male","3801"
"Secondary Level (Class 9-10)",""
"Female","1618"
"Male","1460"
"SLC and Equivalent",""
"Female","1238"
"Male","1125"
