"Population by disability type","Number"
"Blind/low vision",""
"Female","128"
"Male","122"
"","250"
"Deaf/hard of hearing",""
"Female","74"
"Male","68"
"","142"
"Deaf-Blind",""
"Female","8"
"Male","9"
"","17"
"Intellectual disable",""
"Female","13"
"Male","21"
"","34"
"Mental disable",""
"Female","28"
"Male","33"
"","61"
"Multiple disable",""
"Female","28"
"Male","50"
"","78"
"No disability",""
"Female","41865"
"Male","42365"
"","84230"
"Physical",""
"Female","119"
"Male","164"
"","283"
"Speech problem",""
"Female","54"
"Male","49"
"","103"
