"Population by Educational Attainment","Number"
"Beginners",""
"Female","348"
"Male","435"
"","783"
"Graduate and Equivalent",""
"Female","18"
"Male","55"
"","73"
"Intermediate and Equivalent",""
"Female","165"
"Male","187"
"","352"
"Level not Stated",""
"Female","76"
"Male","39"
"","115"
"Lower Secondary (Class 6-8)",""
"Female","1329"
"Male","1320"
"","2649"
"Non Formal Education",""
"Female","876"
"Male","487"
"","1363"
"Others",""
"Female","5"
"Male","7"
"","12"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","21"
"","22"
"Primary Education (1-5 Class)",""
"Female","3634"
"Male","3831"
"","7465"
"Secondary Level (Class 9-10)",""
"Female","463"
"Male","531"
"","994"
"SLC and Equivalent",""
"Female","386"
"Male","481"
"","867"
