"Population by Single Year of Age","Number"
"0",""
"Female","212"
"Male","225"
"1",""
"Female","184"
"Male","227"
"10",""
"Female","318"
"Male","313"
"11",""
"Female","250"
"Male","254"
"12",""
"Female","362"
"Male","340"
"13",""
"Female","276"
"Male","233"
"14",""
"Female","288"
"Male","285"
"15",""
"Female","268"
"Male","225"
"16",""
"Female","258"
"Male","241"
"17",""
"Female","218"
"Male","182"
"18",""
"Female","274"
"Male","281"
"19",""
"Female","200"
"Male","149"
"2",""
"Female","266"
"Male","302"
"20",""
"Female","210"
"Male","162"
"21",""
"Female","170"
"Male","141"
"22",""
"Female","209"
"Male","157"
"23",""
"Female","137"
"Male","94"
"24",""
"Female","133"
"Male","88"
"25",""
"Female","206"
"Male","114"
"26",""
"Female","149"
"Male","87"
"27",""
"Female","110"
"Male","83"
"28",""
"Female","150"
"Male","96"
"29",""
"Female","64"
"Male","60"
"3",""
"Female","260"
"Male","304"
"30",""
"Female","187"
"Male","128"
"31",""
"Female","47"
"Male","43"
"32",""
"Female","105"
"Male","76"
"33",""
"Female","58"
"Male","42"
"34",""
"Female","66"
"Male","44"
"35",""
"Female","191"
"Male","150"
"36",""
"Female","74"
"Male","61"
"37",""
"Female","48"
"Male","48"
"38",""
"Female","82"
"Male","71"
"39",""
"Female","48"
"Male","38"
"4",""
"Female","288"
"Male","336"
"40",""
"Female","220"
"Male","166"
"41",""
"Female","42"
"Male","45"
"42",""
"Female","76"
"Male","65"
"43",""
"Female","33"
"Male","38"
"44",""
"Female","39"
"Male","40"
"45",""
"Female","168"
"Male","131"
"46",""
"Female","48"
"Male","54"
"47",""
"Female","47"
"Male","59"
"48",""
"Female","60"
"Male","78"
"49",""
"Female","33"
"Male","36"
"5",""
"Female","300"
"Male","291"
"50",""
"Female","150"
"Male","135"
"51",""
"Female","28"
"Male","52"
"52",""
"Female","54"
"Male","54"
"53",""
"Female","33"
"Male","45"
"54",""
"Female","26"
"Male","35"
"55",""
"Female","98"
"Male","85"
"56",""
"Female","25"
"Male","46"
"57",""
"Female","23"
"Male","32"
"58",""
"Female","50"
"Male","53"
"59",""
"Female","30"
"Male","39"
"6",""
"Female","313"
"Male","338"
"60",""
"Female","133"
"Male","118"
"61",""
"Female","30"
"Male","26"
"62",""
"Female","50"
"Male","54"
"63",""
"Female","35"
"Male","30"
"64",""
"Female","30"
"Male","30"
"65",""
"Female","85"
"Male","70"
"66",""
"Female","21"
"Male","15"
"67",""
"Female","12"
"Male","16"
"68",""
"Female","16"
"Male","33"
"69",""
"Female","5"
"Male","15"
"7",""
"Female","317"
"Male","263"
"70",""
"Female","65"
"Male","45"
"71",""
"Female","8"
"Male","9"
"72",""
"Female","16"
"Male","14"
"73",""
"Female","4"
"Male","9"
"74",""
"Female","5"
"Male","4"
"75",""
"Female","26"
"Male","23"
"76",""
"Female","10"
"Male","6"
"77",""
"Female","4"
"Male","7"
"78",""
"Female","5"
"Male","10"
"79",""
"Female","2"
"Male","4"
"8",""
"Female","330"
"Male","312"
"80",""
"Female","22"
"Male","13"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","4"
"Male","3"
"83",""
"Female","3"
"Male","5"
"84",""
"Female","1"
"Male","4"
"85",""
"Female","10"
"Male","9"
"9",""
"Female","270"
"Male","251"
