"Population by Educational Attainment","Number"
"Beginners",""
"Female","171"
"Male","183"
"Graduate and Equivalent",""
"Female","16"
"Male","60"
"Intermediate and Equivalent",""
"Female","145"
"Male","236"
"Level not Stated",""
"Female","16"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","1004"
"Male","1280"
"Non Formal Education",""
"Female","155"
"Male","59"
"Others",""
"Female","9"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","19"
"Primary Education (1-5 Class)",""
"Female","2603"
"Male","2732"
"Secondary Level (Class 9-10)",""
"Female","371"
"Male","581"
"SLC and Equivalent",""
"Female","276"
"Male","373"
