"Population by Mother tongue","Number"
"Bangla",""
"Female","750"
"Male","794"
"","1544"
"Bantawa",""
"Female","23"
"Male","26"
"","49"
"Bhojpuri",""
"Female","38"
"Male","40"
"","78"
"Chamling",""
"Female","16"
"Male","15"
"","31"
"Doteli",""
"Female","31"
"Male","34"
"","65"
"Dungmali",""
"Female","20"
"Male","12"
"","32"
"Ganagai",""
"Female","66"
"Male","73"
"","139"
"Gurung",""
"Female","12"
"Male","11"
"","23"
"Hariyanwi",""
"Female","185"
"Male","180"
"","365"
"Hindi",""
"Female","25"
"Male","19"
"","44"
"Khaling",""
"Female","16"
"Male","15"
"","31"
"Koche",""
"Female","60"
"Male","65"
"","125"
"Kurmali",""
"Female","20"
"Male","20"
"","40"
"Limbu",""
"Female","203"
"Male","185"
"","388"
"Magar",""
"Female","132"
"Male","132"
"","264"
"Maithili",""
"Female","1895"
"Male","1902"
"","3797"
"Majhi",""
"Female","17"
"Male","20"
"","37"
"Malpande",""
"Female","31"
"Male","35"
"","66"
"Meche",""
"Female","35"
"Male","45"
"","80"
"Nachhiring",""
"Female","9"
"Male","7"
"","16"
"Nepali",""
"Female","5304"
"Male","4422"
"","9726"
"Newar",""
"Female","57"
"Male","50"
"","107"
"Not Reported",""
"Female","23"
"Male","29"
"","52"
"Others",""
"Female","57"
"Male","55"
"","112"
"Rai",""
"Female","149"
"Male","120"
"","269"
"Rajbanshi",""
"Female","3550"
"Male","3318"
"","6868"
"Rajsthani",""
"Female","20"
"Male","27"
"","47"
"Sadhani",""
"Female","7"
"Male","5"
"","12"
"Santhali",""
"Female","2307"
"Male","2309"
"","4616"
"Sherpa",""
"Female","25"
"Male","16"
"","41"
"Tajpuriya",""
"Female","29"
"Male","17"
"","46"
"Tamang",""
"Female","114"
"Male","89"
"","203"
"Tharu",""
"Female","21"
"Male","19"
"","40"
"Uranw/Urau",""
"Female","41"
"Male","43"
"","84"
"Urdu",""
"Female","2581"
"Male","2530"
"","5111"
"Wambule",""
"Female","22"
"Male","15"
"","37"
"Yakkha",""
"Female","7"
"Male","9"
"","16"
