"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","13"
"Male","14"
"","27"
"Bangali",""
"Female","232"
"Male","243"
"","475"
"Brahman - Hill",""
"Female","2032"
"Male","1658"
"","3690"
"Brahman - Tarai",""
"Female","163"
"Male","140"
"","303"
"Chamar/ Harijan/ Ram",""
"Female","89"
"Male","75"
"","164"
"Chamling",""
"Female","10"
"Male","10"
"","20"
"Chhetri",""
"Female","1981"
"Male","1638"
"","3619"
"Dalit Others",""
"Female","18"
"Male","18"
"","36"
"Damai/Dholi",""
"Female","121"
"Male","121"
"","242"
"Dhanuk",""
"Female","54"
"Male","63"
"","117"
"Dhobi",""
"Female","5"
"Male","8"
"","13"
"Dusadh/ Pasawan/ Pasi",""
"Female","10"
"Male","17"
"","27"
"Gangai",""
"Female","1855"
"Male","1712"
"","3567"
"Gharti/Bhujel",""
"Female","38"
"Male","36"
"","74"
"Gurung",""
"Female","34"
"Male","26"
"","60"
"Hajam/Thakur",""
"Female","108"
"Male","98"
"","206"
"Halwai",""
"Female","64"
"Male","49"
"","113"
"Janajati Others",""
"Female","28"
"Male","29"
"","57"
"Jhangad/ Dhagar",""
"Female","41"
"Male","42"
"","83"
"Kamar",""
"Female","38"
"Male","41"
"","79"
"Kami",""
"Female","404"
"Male","342"
"","746"
"Kathabaniyan",""
"Female","35"
"Male","36"
"","71"
"Kayastha",""
"Female","43"
"Male","50"
"","93"
"Kewat",""
"Female","76"
"Male","60"
"","136"
"Khaling",""
"Female","10"
"Male","10"
"","20"
"Koche",""
"Female","363"
"Male","361"
"","724"
"Kumal",""
"Female","13"
"Male","9"
"","22"
"Kurmi",""
"Female","66"
"Male","68"
"","134"
"Limbu",""
"Female","327"
"Male","297"
"","624"
"Lohar",""
"Female","6"
"Male","6"
"","12"
"Magar",""
"Female","167"
"Male","164"
"","331"
"Majhi",""
"Female","254"
"Male","237"
"","491"
"Mallaha",""
"Female","106"
"Male","104"
"","210"
"Marwadi",""
"Female","20"
"Male","29"
"","49"
"Meche",""
"Female","39"
"Male","48"
"","87"
"Musahar",""
"Female","28"
"Male","25"
"","53"
"Musalman",""
"Female","3382"
"Male","3337"
"","6719"
"Newar",""
"Female","205"
"Male","195"
"","400"
"Nuniya",""
"Female","49"
"Male","54"
"","103"
"Others",""
"Female","55"
"Male","46"
"","101"
"Punjabi/Sikh",""
"Female","6"
"Male","9"
"","15"
"Rai",""
"Female","353"
"Male","283"
"","636"
"Rajbansi",""
"Female","1506"
"Male","1411"
"","2917"
"Rajput",""
"Female","15"
"Male","14"
"","29"
"Sanyasi/Dasnami",""
"Female","67"
"Male","70"
"","137"
"Sarki",""
"Female","57"
"Male","55"
"","112"
"Satar/ Santhal",""
"Female","2320"
"Male","2324"
"","4644"
"Sherpa",""
"Female","25"
"Male","16"
"","41"
"Sonar",""
"Female","18"
"Male","15"
"","33"
"Sudhi",""
"Female","103"
"Male","112"
"","215"
"Tajpuriya",""
"Female","29"
"Male","17"
"","46"
"Tamang",""
"Female","146"
"Male","114"
"","260"
"Tatma/Tatwa",""
"Female","26"
"Male","27"
"","53"
"Teli",""
"Female","47"
"Male","50"
"","97"
"Terai Others",""
"Female","63"
"Male","67"
"","130"
"Tharu",""
"Female","39"
"Male","38"
"","77"
"Undefined Others",""
"Female","33"
"Male","46"
"","79"
"Yadav",""
"Female","454"
"Male","508"
"","962"
"Yakkha",""
"Female","9"
"Male","11"
"","20"
