"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","21"
"Male","28"
"Bangali",""
"Female","103"
"Male","107"
"Baraee",""
"Female","44"
"Male","40"
"Brahman - Hill",""
"Female","1269"
"Male","1193"
"Brahman - Tarai",""
"Female","99"
"Male","91"
"Chamar/ Harijan/ Ram",""
"Female","1309"
"Male","1319"
"Chhetri",""
"Female","488"
"Male","429"
"Dhandi",""
"Female","30"
"Male","31"
"Dhankar/ Dharikar",""
"Female","50"
"Male","41"
"Dhobi",""
"Female","326"
"Male","330"
"Dhunia",""
"Female","52"
"Male","44"
"Dusadh/ Pasawan/ Pasi",""
"Female","428"
"Male","438"
"Foreigner",""
"Female","4"
"Male","7"
"Gaderi/Bhedihar",""
"Female","81"
"Male","96"
"Gaine",""
"Female","7"
"Male","11"
"Gharti/Bhujel",""
"Female","51"
"Male","38"
"Gurung",""
"Female","456"
"Male","360"
"Hajam/Thakur",""
"Female","250"
"Male","264"
"Halwai",""
"Female","60"
"Male","58"
"Kahar",""
"Female","493"
"Male","494"
"Kalwar",""
"Female","107"
"Male","120"
"Kami",""
"Female","147"
"Male","144"
"Kanu",""
"Female","7"
"Male","6"
"Kathabaniyan",""
"Female","295"
"Male","331"
"Kayastha",""
"Female","33"
"Male","45"
"Kewat",""
"Female","1320"
"Male","1311"
"Khawas",""
"Female","8"
"Male","8"
"Koiri/Kushwaha",""
"Female","103"
"Male","81"
"Kurmi",""
"Female","464"
"Male","476"
"Lodh",""
"Female","249"
"Male","258"
"Lohar",""
"Female","102"
"Male","98"
"Magar",""
"Female","1433"
"Male","1268"
"Mali",""
"Female","50"
"Male","60"
"Mallaha",""
"Female","404"
"Male","392"
"Marwadi",""
"Female","25"
"Male","31"
"Musahar",""
"Female","12"
"Male","8"
"Musalman",""
"Female","1218"
"Male","1272"
"Newar",""
"Female","104"
"Male","92"
"Others",""
"Female","33"
"Male","29"
"Pattharkatta/ Kushwadiya",""
"Female","33"
"Male","38"
"Rai",""
"Female","3"
"Male","9"
"Rajbhar",""
"Female","9"
"Male","7"
"Rajput",""
"Female","8"
"Male","6"
"Sanyasi/Dasnami",""
"Female","24"
"Male","23"
"Sarki",""
"Female","26"
"Male","25"
"Satar/ Santhal",""
"Female","8"
"Male","9"
"Sonar",""
"Female","17"
"Male","18"
"Sudhi",""
"Female","19"
"Male","21"
"Sunuwar",""
"Female","9"
"Male","7"
"Tamang",""
"Female","15"
"Male","12"
"Teli",""
"Female","456"
"Male","496"
"Terai Others",""
"Female","39"
"Male","36"
"Thakuri",""
"Female","112"
"Male","96"
"Tharu",""
"Female","2956"
"Male","2718"
"Yadav",""
"Female","1873"
"Male","1879"
