"Population by Educational Attainment","Number"
"Beginners",""
"Female","657"
"Male","791"
"Graduate and Equivalent",""
"Female","168"
"Male","319"
"Intermediate and Equivalent",""
"Female","445"
"Male","679"
"Level not Stated",""
"Female","29"
"Male","49"
"Lower Secondary (Class 6-8)",""
"Female","2063"
"Male","2928"
"Non Formal Education",""
"Female","118"
"Male","60"
"Others",""
"Female","18"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","25"
"Male","96"
"Primary Education (1-5 Class)",""
"Female","3850"
"Male","4441"
"Secondary Level (Class 9-10)",""
"Female","1118"
"Male","1891"
"SLC and Equivalent",""
"Female","398"
"Male","740"
