"Population by Single Year of Age","Number"
"0",""
"Female","322"
"Male","320"
"1",""
"Female","249"
"Male","255"
"10",""
"Female","686"
"Male","737"
"11",""
"Female","265"
"Male","219"
"12",""
"Female","506"
"Male","551"
"13",""
"Female","236"
"Male","221"
"14",""
"Female","340"
"Male","364"
"15",""
"Female","258"
"Male","374"
"16",""
"Female","287"
"Male","387"
"17",""
"Female","164"
"Male","188"
"18",""
"Female","307"
"Male","405"
"19",""
"Female","121"
"Male","117"
"2",""
"Female","480"
"Male","462"
"20",""
"Female","413"
"Male","473"
"21",""
"Female","112"
"Male","119"
"22",""
"Female","308"
"Male","305"
"23",""
"Female","212"
"Male","131"
"24",""
"Female","207"
"Male","198"
"25",""
"Female","446"
"Male","556"
"26",""
"Female","196"
"Male","180"
"27",""
"Female","140"
"Male","152"
"28",""
"Female","379"
"Male","319"
"29",""
"Female","73"
"Male","79"
"3",""
"Female","537"
"Male","496"
"30",""
"Female","520"
"Male","618"
"31",""
"Female","69"
"Male","46"
"32",""
"Female","224"
"Male","273"
"33",""
"Female","199"
"Male","71"
"34",""
"Female","151"
"Male","74"
"35",""
"Female","416"
"Male","692"
"36",""
"Female","141"
"Male","120"
"37",""
"Female","76"
"Male","77"
"38",""
"Female","301"
"Male","168"
"39",""
"Female","51"
"Male","34"
"4",""
"Female","524"
"Male","560"
"40",""
"Female","420"
"Male","597"
"41",""
"Female","52"
"Male","29"
"42",""
"Female","119"
"Male","163"
"43",""
"Female","156"
"Male","40"
"44",""
"Female","63"
"Male","43"
"45",""
"Female","304"
"Male","485"
"46",""
"Female","81"
"Male","54"
"47",""
"Female","51"
"Male","43"
"48",""
"Female","190"
"Male","126"
"49",""
"Female","24"
"Male","29"
"5",""
"Female","586"
"Male","608"
"50",""
"Female","290"
"Male","415"
"51",""
"Female","29"
"Male","31"
"52",""
"Female","58"
"Male","80"
"53",""
"Female","103"
"Male","18"
"54",""
"Female","54"
"Male","27"
"55",""
"Female","203"
"Male","374"
"56",""
"Female","43"
"Male","35"
"57",""
"Female","26"
"Male","31"
"58",""
"Female","137"
"Male","60"
"59",""
"Female","21"
"Male","24"
"6",""
"Female","602"
"Male","566"
"60",""
"Female","221"
"Male","350"
"61",""
"Female","20"
"Male","11"
"62",""
"Female","48"
"Male","52"
"63",""
"Female","60"
"Male","18"
"64",""
"Female","20"
"Male","9"
"65",""
"Female","194"
"Male","236"
"66",""
"Female","31"
"Male","8"
"67",""
"Female","21"
"Male","25"
"68",""
"Female","76"
"Male","53"
"69",""
"Female","17"
"Male","19"
"7",""
"Female","395"
"Male","409"
"70",""
"Female","130"
"Male","199"
"71",""
"Female","12"
"Male","20"
"72",""
"Female","31"
"Male","54"
"73",""
"Female","20"
"Male","1"
"74",""
"Female","5"
"Male","4"
"75",""
"Female","51"
"Male","87"
"76",""
"Female","5"
"Male","10"
"77",""
"Female","8"
"Male","8"
"78",""
"Female","9"
"Male","12"
"79",""
"Female","0"
"Male","12"
"8",""
"Female","641"
"Male","724"
"80",""
"Female","13"
"Male","22"
"81",""
"Female","3"
"Male","1"
"82",""
"Female","0"
"Male","4"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","6"
"Male","4"
"85",""
"Female","35"
"Male","33"
"9",""
"Female","247"
"Male","222"
