"Population by Educational Attainment","Number"
"Beginners",""
"Female","317"
"Male","366"
"Graduate and Equivalent",""
"Female","3"
"Male","89"
"Intermediate and Equivalent",""
"Female","57"
"Male","258"
"Level not Stated",""
"Female","38"
"Male","42"
"Lower Secondary (Class 6-8)",""
"Female","686"
"Male","1791"
"Non Formal Education",""
"Female","9"
"Male","29"
"Others",""
"Female","6"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","2999"
"Male","4530"
"Secondary Level (Class 9-10)",""
"Female","164"
"Male","847"
"SLC and Equivalent",""
"Female","64"
"Male","260"
