"Population by Educational Attainment","Number"
"Beginners",""
"Female","642"
"Male","746"
"Graduate and Equivalent",""
"Female","57"
"Male","157"
"Intermediate and Equivalent",""
"Female","394"
"Male","517"
"Level not Stated",""
"Female","118"
"Male","100"
"Lower Secondary (Class 6-8)",""
"Female","2285"
"Male","2878"
"Non Formal Education",""
"Female","567"
"Male","485"
"Others",""
"Female","9"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","31"
"Primary Education (1-5 Class)",""
"Female","6365"
"Male","7103"
"Secondary Level (Class 9-10)",""
"Female","886"
"Male","1355"
"SLC and Equivalent",""
"Female","540"
"Male","880"
