"Population by Educational Attainment","Number"
"Beginners",""
"Female","731"
"Male","827"
"Graduate and Equivalent",""
"Female","110"
"Male","253"
"Intermediate and Equivalent",""
"Female","360"
"Male","721"
"Level not Stated",""
"Female","11"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","4050"
"Male","4754"
"Non Formal Education",""
"Female","1562"
"Male","1013"
"Others",""
"Female","5"
"Male","20"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","57"
"Primary Education (1-5 Class)",""
"Female","6863"
"Male","8276"
"Secondary Level (Class 9-10)",""
"Female","1628"
"Male","2229"
"SLC and Equivalent",""
"Female","1129"
"Male","1607"
