"Population by Educational Attainment","Number"
"Beginners",""
"Female","568"
"Male","632"
"Graduate and Equivalent",""
"Female","79"
"Male","185"
"Intermediate and Equivalent",""
"Female","833"
"Male","653"
"Level not Stated",""
"Female","48"
"Male","43"
"Lower Secondary (Class 6-8)",""
"Female","3518"
"Male","3406"
"Non Formal Education",""
"Female","769"
"Male","556"
"Others",""
"Female","14"
"Male","15"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","70"
"Primary Education (1-5 Class)",""
"Female","6033"
"Male","6780"
"Secondary Level (Class 9-10)",""
"Female","2033"
"Male","1985"
"SLC and Equivalent",""
"Female","1800"
"Male","1684"
