"Population by Educational Attainment","Number"
"Beginners",""
"Female","607"
"Male","706"
"","1313"
"Graduate and Equivalent",""
"Female","158"
"Male","502"
"","660"
"Intermediate and Equivalent",""
"Female","518"
"Male","1022"
"","1540"
"Level not Stated",""
"Female","57"
"Male","55"
"","112"
"Lower Secondary (Class 6-8)",""
"Female","2827"
"Male","4014"
"","6841"
"Non Formal Education",""
"Female","359"
"Male","444"
"","803"
"Others",""
"Female","26"
"Male","12"
"","38"
"Post Graduate Equivalent and Above",""
"Female","26"
"Male","105"
"","131"
"Primary Education (1-5 Class)",""
"Female","5974"
"Male","7375"
"","13349"
"Secondary Level (Class 9-10)",""
"Female","1977"
"Male","2708"
"","4685"
"SLC and Equivalent",""
"Female","1631"
"Male","2287"
"","3918"
