"Population by Educational Attainment","Number"
"Beginners",""
"Female","360"
"Male","430"
"","790"
"Graduate and Equivalent",""
"Female","232"
"Male","458"
"","690"
"Intermediate and Equivalent",""
"Female","783"
"Male","1018"
"","1801"
"Level not Stated",""
"Female","99"
"Male","90"
"","189"
"Lower Secondary (Class 6-8)",""
"Female","3741"
"Male","3467"
"","7208"
"Non Formal Education",""
"Female","695"
"Male","798"
"","1493"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","30"
"Male","140"
"","170"
"Primary Education (1-5 Class)",""
"Female","4579"
"Male","4939"
"","9518"
"Secondary Level (Class 9-10)",""
"Female","2546"
"Male","2235"
"","4781"
"SLC and Equivalent",""
"Female","1804"
"Male","1733"
"","3537"
