"Population by Educational Attainment","Number"
"Beginners",""
"Female","826"
"Male","931"
"","1757"
"Graduate and Equivalent",""
"Female","178"
"Male","408"
"","586"
"Intermediate and Equivalent",""
"Female","921"
"Male","1230"
"","2151"
"Level not Stated",""
"Female","72"
"Male","77"
"","149"
"Lower Secondary (Class 6-8)",""
"Female","3056"
"Male","3792"
"","6848"
"Non Formal Education",""
"Female","681"
"Male","808"
"","1489"
"Others",""
"Female","13"
"Male","12"
"","25"
"Post Graduate Equivalent and Above",""
"Female","33"
"Male","178"
"","211"
"Primary Education (1-5 Class)",""
"Female","6371"
"Male","7508"
"","13879"
"Secondary Level (Class 9-10)",""
"Female","1536"
"Male","1853"
"","3389"
"SLC and Equivalent",""
"Female","1730"
"Male","2324"
"","4054"
