"Population by disability type","Number"
"Blind/low vision",""
"Female","67"
"Male","74"
"","141"
"Deaf/hard of hearing",""
"Female","60"
"Male","82"
"","142"
"Deaf-Blind",""
"Female","10"
"Male","17"
"","27"
"Intellectual disable",""
"Female","12"
"Male","28"
"","40"
"Mental disable",""
"Female","28"
"Male","33"
"","61"
"Multiple disable",""
"Female","37"
"Male","45"
"","82"
"No disability",""
"Female","30137"
"Male","28162"
"","58299"
"Physical",""
"Female","151"
"Male","232"
"","383"
"Speech problem",""
"Female","98"
"Male","122"
"","220"
