"Population by Educational Attainment","Number"
"Beginners",""
"Female","281"
"Male","297"
"","578"
"Graduate and Equivalent",""
"Female","4"
"Male","55"
"","59"
"Intermediate and Equivalent",""
"Female","63"
"Male","193"
"","256"
"Level not Stated",""
"Female","17"
"Male","28"
"","45"
"Lower Secondary (Class 6-8)",""
"Female","779"
"Male","1175"
"","1954"
"Non Formal Education",""
"Female","165"
"Male","75"
"","240"
"Others",""
"Female","4"
"Male","5"
"","9"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","6"
"","7"
"Primary Education (1-5 Class)",""
"Female","2397"
"Male","2474"
"","4871"
"Secondary Level (Class 9-10)",""
"Female","257"
"Male","533"
"","790"
"SLC and Equivalent",""
"Female","174"
"Male","472"
"","646"
