"Population by Educational Attainment","Number"
"Beginners",""
"Female","119"
"Male","109"
"","228"
"Graduate and Equivalent",""
"Female","11"
"Male","33"
"","44"
"Intermediate and Equivalent",""
"Female","63"
"Male","72"
"","135"
"Level not Stated",""
"Female","6"
"Male","7"
"","13"
"Lower Secondary (Class 6-8)",""
"Female","694"
"Male","696"
"","1390"
"Non Formal Education",""
"Female","317"
"Male","221"
"","538"
"Others",""
"Female","3"
"Male","2"
"","5"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","5"
"","7"
"Primary Education (1-5 Class)",""
"Female","1346"
"Male","1471"
"","2817"
"Secondary Level (Class 9-10)",""
"Female","221"
"Male","233"
"","454"
"SLC and Equivalent",""
"Female","142"
"Male","231"
"","373"
