"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","252"
"Male","190"
"Bangali",""
"Female","27"
"Male","23"
"Bhote",""
"Female","11"
"Male","9"
"Brahman - Hill",""
"Female","10689"
"Male","9141"
"Chhetri",""
"Female","67568"
"Male","62047"
"Dalit Others",""
"Female","5237"
"Male","4688"
"Damai/Dholi",""
"Female","1660"
"Male","1327"
"Dhobi",""
"Female","10"
"Male","10"
"Foreigner",""
"Female","7"
"Male","6"
"Gurung",""
"Female","60"
"Male","61"
"Kami",""
"Female","7564"
"Male","6733"
"Kayastha",""
"Female","10"
"Male","10"
"Lohar",""
"Female","17"
"Male","24"
"Magar",""
"Female","83"
"Male","89"
"Newar",""
"Female","75"
"Male","77"
"Others",""
"Female","131"
"Male","129"
"Rai",""
"Female","13"
"Male","11"
"Rajput",""
"Female","36"
"Male","41"
"Sanyasi/Dasnami",""
"Female","1326"
"Male","1102"
"Sarki",""
"Female","2305"
"Male","2020"
"Tamang",""
"Female","102"
"Male","104"
"Terai Others",""
"Female","61"
"Male","57"
"Thakuri",""
"Female","5060"
"Male","4391"
"Tharu",""
"Female","45"
"Male","50"
"Undefined Others",""
"Female","7"
"Male","5"
