"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","216"
"Male","234"
"Bangali",""
"Female","18"
"Male","20"
"Baraee",""
"Female","197"
"Male","197"
"Bin",""
"Female","204"
"Male","222"
"Brahman - Hill",""
"Female","714"
"Male","702"
"Brahman - Tarai",""
"Female","111"
"Male","110"
"Chamar/ Harijan/ Ram",""
"Female","2500"
"Male","2639"
"Chhetri",""
"Female","263"
"Male","247"
"Dalit Others",""
"Female","5"
"Male","6"
"Damai/Dholi",""
"Female","50"
"Male","53"
"Dhankar/ Dharikar",""
"Female","124"
"Male","114"
"Dhobi",""
"Female","706"
"Male","725"
"Dhunia",""
"Female","17"
"Male","20"
"Dom",""
"Female","21"
"Male","18"
"Dusadh/ Pasawan/ Pasi",""
"Female","500"
"Male","535"
"Gaderi/Bhedihar",""
"Female","451"
"Male","505"
"Gurung",""
"Female","14"
"Male","13"
"Hajam/Thakur",""
"Female","392"
"Male","403"
"Halkhor",""
"Female","5"
"Male","6"
"Halwai",""
"Female","69"
"Male","88"
"Kahar",""
"Female","413"
"Male","435"
"Kalwar",""
"Female","147"
"Male","147"
"Kami",""
"Female","127"
"Male","138"
"Kathabaniyan",""
"Female","348"
"Male","351"
"Kayastha",""
"Female","15"
"Male","20"
"Kewat",""
"Female","733"
"Male","769"
"Khawas",""
"Female","60"
"Male","60"
"Koiri/Kushwaha",""
"Female","1352"
"Male","1441"
"Kumal",""
"Female","117"
"Male","109"
"Kumhar",""
"Female","13"
"Male","12"
"Kurmi",""
"Female","588"
"Male","643"
"Lohar",""
"Female","176"
"Male","193"
"Magar",""
"Female","85"
"Male","70"
"Majhi",""
"Female","7"
"Male","5"
"Mali",""
"Female","14"
"Male","17"
"Mallaha",""
"Female","190"
"Male","192"
"Marwadi",""
"Female","13"
"Male","20"
"Musahar",""
"Female","364"
"Male","386"
"Musalman",""
"Female","1639"
"Male","1567"
"Newar",""
"Female","80"
"Male","76"
"Others",""
"Female","43"
"Male","22"
"Rai",""
"Female","11"
"Male","14"
"Rajbansi",""
"Female","12"
"Male","15"
"Rajbhar",""
"Female","1060"
"Male","1123"
"Rajput",""
"Female","96"
"Male","104"
"Sanyasi/Dasnami",""
"Female","27"
"Male","27"
"Sarki",""
"Female","14"
"Male","11"
"Sherpa",""
"Female","21"
"Male","16"
"Sonar",""
"Female","49"
"Male","46"
"Sudhi",""
"Female","12"
"Male","11"
"Teli",""
"Female","1111"
"Male","1160"
"Terai Others",""
"Female","481"
"Male","541"
"Thakuri",""
"Female","15"
"Male","8"
"Tharu",""
"Female","4313"
"Male","3923"
"Yadav",""
"Female","2131"
"Male","2258"
