"Population by Educational Attainment","Number"
"Beginners",""
"Female","276"
"Male","280"
"Graduate and Equivalent",""
"Female","119"
"Male","277"
"Intermediate and Equivalent",""
"Female","585"
"Male","674"
"Level not Stated",""
"Female","49"
"Male","73"
"Lower Secondary (Class 6-8)",""
"Female","2882"
"Male","2870"
"Non Formal Education",""
"Female","685"
"Male","661"
"Others",""
"Female","2"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","16"
"Male","59"
"Primary Education (1-5 Class)",""
"Female","3962"
"Male","4608"
"Secondary Level (Class 9-10)",""
"Female","1861"
"Male","1906"
"SLC and Equivalent",""
"Female","1244"
"Male","1255"
