"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","175"
"Male","178"
"Bhote",""
"Female","217"
"Male","211"
"Brahman - Hill",""
"Female","10428"
"Male","10252"
"Brahman - Tarai",""
"Female","16"
"Male","17"
"Chhantyal/Chhantel",""
"Female","65"
"Male","48"
"Chhetri",""
"Female","13652"
"Male","13423"
"Damai/Dholi",""
"Female","2223"
"Male","2018"
"Gaine",""
"Female","149"
"Male","150"
"Gurung",""
"Female","914"
"Male","735"
"Hajam/Thakur",""
"Female","16"
"Male","28"
"Halwai",""
"Female","34"
"Male","46"
"Kalwar",""
"Female","6"
"Male","18"
"Kami",""
"Female","5894"
"Male","5338"
"Kathabaniyan",""
"Female","19"
"Male","32"
"Kumal",""
"Female","15"
"Male","18"
"Kurmi",""
"Female","7"
"Male","10"
"Limbu",""
"Female","19"
"Male","20"
"Magar",""
"Female","6857"
"Male","5818"
"Musahar",""
"Female","18"
"Male","11"
"Musalman",""
"Female","775"
"Male","878"
"Newar",""
"Female","590"
"Male","546"
"Others",""
"Female","63"
"Male","71"
"Rai",""
"Female","51"
"Male","54"
"Raji",""
"Female","35"
"Male","39"
"Sanyasi/Dasnami",""
"Female","1329"
"Male","1225"
"Sarki",""
"Female","1489"
"Male","1347"
"Sherpa",""
"Female","17"
"Male","10"
"Tamang",""
"Female","135"
"Male","111"
"Teli",""
"Female","15"
"Male","27"
"Terai Others",""
"Female","56"
"Male","47"
"Thakali",""
"Female","7"
"Male","11"
"Thakuri",""
"Female","3151"
"Male","3112"
"Tharu",""
"Female","3250"
"Male","2922"
