"Population by Educational Attainment","Number"
"Beginners",""
"Female","1284"
"Male","1435"
"Graduate and Equivalent",""
"Female","726"
"Male","1470"
"Intermediate and Equivalent",""
"Female","2321"
"Male","3050"
"Level not Stated",""
"Female","159"
"Male","123"
"Lower Secondary (Class 6-8)",""
"Female","7708"
"Male","8049"
"Non Formal Education",""
"Female","2296"
"Male","1323"
"Others",""
"Female","44"
"Male","45"
"Post Graduate Equivalent and Above",""
"Female","138"
"Male","592"
"Primary Education (1-5 Class)",""
"Female","11732"
"Male","13233"
"Secondary Level (Class 9-10)",""
"Female","4470"
"Male","4797"
"SLC and Equivalent",""
"Female","3771"
"Male","4719"
