"Population by Single Year of Age","Number"
"0",""
"Female","139"
"Male","158"
"1",""
"Female","126"
"Male","132"
"10",""
"Female","283"
"Male","259"
"11",""
"Female","278"
"Male","238"
"12",""
"Female","312"
"Male","311"
"13",""
"Female","290"
"Male","272"
"14",""
"Female","329"
"Male","315"
"15",""
"Female","281"
"Male","275"
"16",""
"Female","310"
"Male","283"
"17",""
"Female","287"
"Male","249"
"18",""
"Female","337"
"Male","291"
"19",""
"Female","191"
"Male","136"
"2",""
"Female","161"
"Male","160"
"20",""
"Female","223"
"Male","195"
"21",""
"Female","169"
"Male","122"
"22",""
"Female","193"
"Male","128"
"23",""
"Female","144"
"Male","82"
"24",""
"Female","141"
"Male","100"
"25",""
"Female","198"
"Male","113"
"26",""
"Female","164"
"Male","78"
"27",""
"Female","116"
"Male","76"
"28",""
"Female","172"
"Male","110"
"29",""
"Female","101"
"Male","75"
"3",""
"Female","144"
"Male","159"
"30",""
"Female","233"
"Male","161"
"31",""
"Female","64"
"Male","63"
"32",""
"Female","129"
"Male","100"
"33",""
"Female","90"
"Male","70"
"34",""
"Female","85"
"Male","71"
"35",""
"Female","194"
"Male","146"
"36",""
"Female","167"
"Male","125"
"37",""
"Female","71"
"Male","63"
"38",""
"Female","128"
"Male","97"
"39",""
"Female","65"
"Male","56"
"4",""
"Female","171"
"Male","172"
"40",""
"Female","232"
"Male","209"
"41",""
"Female","82"
"Male","74"
"42",""
"Female","120"
"Male","104"
"43",""
"Female","88"
"Male","90"
"44",""
"Female","81"
"Male","65"
"45",""
"Female","194"
"Male","174"
"46",""
"Female","101"
"Male","76"
"47",""
"Female","73"
"Male","72"
"48",""
"Female","138"
"Male","140"
"49",""
"Female","63"
"Male","73"
"5",""
"Female","199"
"Male","205"
"50",""
"Female","213"
"Male","202"
"51",""
"Female","87"
"Male","76"
"52",""
"Female","104"
"Male","106"
"53",""
"Female","67"
"Male","84"
"54",""
"Female","72"
"Male","82"
"55",""
"Female","106"
"Male","126"
"56",""
"Female","74"
"Male","75"
"57",""
"Female","58"
"Male","65"
"58",""
"Female","80"
"Male","90"
"59",""
"Female","64"
"Male","67"
"6",""
"Female","174"
"Male","177"
"60",""
"Female","172"
"Male","174"
"61",""
"Female","62"
"Male","58"
"62",""
"Female","83"
"Male","58"
"63",""
"Female","54"
"Male","52"
"64",""
"Female","50"
"Male","47"
"65",""
"Female","109"
"Male","79"
"66",""
"Female","47"
"Male","47"
"67",""
"Female","39"
"Male","34"
"68",""
"Female","69"
"Male","84"
"69",""
"Female","42"
"Male","35"
"7",""
"Female","235"
"Male","175"
"70",""
"Female","128"
"Male","112"
"71",""
"Female","30"
"Male","43"
"72",""
"Female","64"
"Male","55"
"73",""
"Female","26"
"Male","34"
"74",""
"Female","21"
"Male","28"
"75",""
"Female","64"
"Male","55"
"76",""
"Female","29"
"Male","30"
"77",""
"Female","20"
"Male","24"
"78",""
"Female","47"
"Male","38"
"79",""
"Female","16"
"Male","22"
"8",""
"Female","229"
"Male","216"
"80",""
"Female","59"
"Male","26"
"81",""
"Female","4"
"Male","24"
"82",""
"Female","16"
"Male","22"
"83",""
"Female","15"
"Male","13"
"84",""
"Female","20"
"Male","12"
"85",""
"Female","65"
"Male","58"
"9",""
"Female","249"
"Male","235"
