"Population by Educational Attainment","Number"
"Beginners",""
"Female","5065"
"Male","6026"
"","11091"
"Graduate and Equivalent",""
"Female","5493"
"Male","9387"
"","14880"
"Intermediate and Equivalent",""
"Female","16850"
"Male","19734"
"","36584"
"Level not Stated",""
"Female","543"
"Male","509"
"","1052"
"Lower Secondary (Class 6-8)",""
"Female","39128"
"Male","36192"
"","75320"
"Non Formal Education",""
"Female","7784"
"Male","5687"
"","13471"
"Others",""
"Female","88"
"Male","96"
"","184"
"Post Graduate Equivalent and Above",""
"Female","1179"
"Male","3943"
"","5122"
"Primary Education (1-5 Class)",""
"Female","52298"
"Male","52878"
"","105176"
"Secondary Level (Class 9-10)",""
"Female","25885"
"Male","25901"
"","51786"
"SLC and Equivalent",""
"Female","23675"
"Male","27934"
"","51609"
