"Population by Educational Attainment","Number"
"Beginners",""
"Female","603"
"Male","618"
"Graduate and Equivalent",""
"Female","103"
"Male","242"
"Intermediate and Equivalent",""
"Female","321"
"Male","566"
"Level not Stated",""
"Female","15"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","1698"
"Male","2037"
"Non Formal Education",""
"Female","609"
"Male","447"
"Others",""
"Female","1"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","37"
"Primary Education (1-5 Class)",""
"Female","3795"
"Male","4265"
"Secondary Level (Class 9-10)",""
"Female","835"
"Male","1305"
"SLC and Equivalent",""
"Female","494"
"Male","711"
