"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","7"
"Male","8"
"Bangali",""
"Female","78"
"Male","82"
"Bantaba",""
"Female","14"
"Male","10"
"Bantar/Sardar",""
"Female","43"
"Male","51"
"Baraee",""
"Female","23"
"Male","22"
"Brahman - Hill",""
"Female","1310"
"Male","1127"
"Brahman - Tarai",""
"Female","12"
"Male","9"
"Chamar/ Harijan/ Ram",""
"Female","57"
"Male","68"
"Chhetri",""
"Female","1292"
"Male","995"
"Dalit Others",""
"Female","13"
"Male","13"
"Damai/Dholi",""
"Female","136"
"Male","113"
"Dhanuk",""
"Female","206"
"Male","216"
"Dhobi",""
"Female","18"
"Male","18"
"Dom",""
"Female","19"
"Male","16"
"Dusadh/ Pasawan/ Pasi",""
"Female","94"
"Male","87"
"Gangai",""
"Female","726"
"Male","741"
"Gharti/Bhujel",""
"Female","81"
"Male","71"
"Gurung",""
"Female","21"
"Male","13"
"Hajam/Thakur",""
"Female","157"
"Male","164"
"Halwai",""
"Female","225"
"Male","216"
"Jhangad/ Dhagar",""
"Female","6"
"Male","7"
"Kalar",""
"Female","7"
"Male","4"
"Kalwar",""
"Female","26"
"Male","28"
"Kamar",""
"Female","23"
"Male","23"
"Kami",""
"Female","74"
"Male","65"
"Kanu",""
"Female","5"
"Male","6"
"Kathabaniyan",""
"Female","141"
"Male","150"
"Kayastha",""
"Female","49"
"Male","43"
"Kewat",""
"Female","32"
"Male","28"
"Khatwe",""
"Female","13"
"Male","17"
"Koche",""
"Female","141"
"Male","142"
"Koiri/Kushwaha",""
"Female","293"
"Male","283"
"Kurmi",""
"Female","32"
"Male","36"
"Limbu",""
"Female","304"
"Male","275"
"Lohar",""
"Female","19"
"Male","12"
"Magar",""
"Female","94"
"Male","71"
"Majhi",""
"Female","248"
"Male","234"
"Mali",""
"Female","56"
"Male","75"
"Mallaha",""
"Female","132"
"Male","139"
"Marwadi",""
"Female","27"
"Male","34"
"Meche",""
"Female","24"
"Male","25"
"Musahar",""
"Female","287"
"Male","278"
"Musalman",""
"Female","510"
"Male","523"
"Newar",""
"Female","322"
"Male","304"
"Nuniya",""
"Female","475"
"Male","434"
"Others",""
"Female","52"
"Male","41"
"Punjabi/Sikh",""
"Female","67"
"Male","60"
"Rai",""
"Female","322"
"Male","272"
"Rajbansi",""
"Female","3516"
"Male","3238"
"Rajput",""
"Female","7"
"Male","8"
"Sanyasi/Dasnami",""
"Female","552"
"Male","589"
"Sarbaria",""
"Female","70"
"Male","63"
"Satar/ Santhal",""
"Female","1592"
"Male","1494"
"Sherpa",""
"Female","17"
"Male","12"
"Sonar",""
"Female","11"
"Male","5"
"Sudhi",""
"Female","38"
"Male","40"
"Tajpuriya",""
"Female","1693"
"Male","1575"
"Tamang",""
"Female","160"
"Male","131"
"Tatma/Tatwa",""
"Female","59"
"Male","55"
"Teli",""
"Female","262"
"Male","222"
"Terai Others",""
"Female","44"
"Male","38"
"Thakuri",""
"Female","30"
"Male","25"
"Tharu",""
"Female","30"
"Male","39"
"Undefined Others",""
"Female","69"
"Male","62"
"Yadav",""
"Female","633"
"Male","693"
