"Population by Mother tongue","Number"
"Bangla",""
"Female","79"
"Male","86"
"Bantawa",""
"Female","15"
"Male","11"
"Bhojpuri",""
"Female","52"
"Male","53"
"Chamling",""
"Female","13"
"Male","21"
"Ganagai",""
"Female","201"
"Male","222"
"Gurung",""
"Female","8"
"Male","5"
"Hariyanwi",""
"Female","58"
"Male","64"
"Hindi",""
"Female","33"
"Male","39"
"Koche",""
"Female","10"
"Male","6"
"Limbu",""
"Female","281"
"Male","262"
"Magar",""
"Female","52"
"Male","30"
"Maithili",""
"Female","3736"
"Male","3727"
"Meche",""
"Female","23"
"Male","25"
"Nepali",""
"Female","3813"
"Male","3276"
"Newar",""
"Female","152"
"Male","139"
"Not Reported",""
"Female","120"
"Male","123"
"Others",""
"Female","64"
"Male","55"
"Rai",""
"Female","248"
"Male","199"
"Rajbanshi",""
"Female","4264"
"Male","3969"
"Rajsthani",""
"Female","17"
"Male","23"
"Santhali",""
"Female","1552"
"Male","1455"
"Sherpa",""
"Female","17"
"Male","12"
"Tajpuriya",""
"Female","1693"
"Male","1569"
"Tamang",""
"Female","131"
"Male","108"
"Tharu",""
"Female","23"
"Male","22"
"Urdu",""
"Female","429"
"Male","427"
"Yakkha",""
"Female","12"
"Male","10"
