"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","5"
"Male","6"
"","11"
"Baraee",""
"Female","1346"
"Male","1461"
"","2807"
"Bin",""
"Female","272"
"Male","291"
"","563"
"Brahman - Hill",""
"Female","114"
"Male","122"
"","236"
"Brahman - Tarai",""
"Female","100"
"Male","98"
"","198"
"Chamar/ Harijan/ Ram",""
"Female","410"
"Male","434"
"","844"
"Chhetri",""
"Female","153"
"Male","155"
"","308"
"Damai/Dholi",""
"Female","46"
"Male","40"
"","86"
"Dhanuk",""
"Female","81"
"Male","77"
"","158"
"Dhobi",""
"Female","136"
"Male","153"
"","289"
"Dhunia",""
"Female","114"
"Male","138"
"","252"
"Dom",""
"Female","26"
"Male","23"
"","49"
"Dusadh/ Pasawan/ Pasi",""
"Female","497"
"Male","487"
"","984"
"Gaderi/Bhedihar",""
"Female","61"
"Male","70"
"","131"
"Hajam/Thakur",""
"Female","185"
"Male","209"
"","394"
"Halwai",""
"Female","5"
"Male","8"
"","13"
"Kalwar",""
"Female","284"
"Male","314"
"","598"
"Kanu",""
"Female","545"
"Male","584"
"","1129"
"Kathabaniyan",""
"Female","42"
"Male","36"
"","78"
"Kayastha",""
"Female","113"
"Male","110"
"","223"
"Kewat",""
"Female","285"
"Male","298"
"","583"
"Koiri/Kushwaha",""
"Female","655"
"Male","713"
"","1368"
"Kumal",""
"Female","55"
"Male","66"
"","121"
"Kumhar",""
"Female","23"
"Male","28"
"","51"
"Kurmi",""
"Female","1120"
"Male","1162"
"","2282"
"Lohar",""
"Female","206"
"Male","220"
"","426"
"Magar",""
"Female","235"
"Male","269"
"","504"
"Mali",""
"Female","33"
"Male","40"
"","73"
"Mallaha",""
"Female","496"
"Male","534"
"","1030"
"Musahar",""
"Female","84"
"Male","81"
"","165"
"Musalman",""
"Female","1194"
"Male","1330"
"","2524"
"Newar",""
"Female","9"
"Male","8"
"","17"
"Nuniya",""
"Female","77"
"Male","71"
"","148"
"Others",""
"Female","13"
"Male","13"
"","26"
"Rai",""
"Female","23"
"Male","19"
"","42"
"Rajdhob",""
"Female","7"
"Male","11"
"","18"
"Rajput",""
"Female","15"
"Male","11"
"","26"
"Sanyasi/Dasnami",""
"Female","119"
"Male","122"
"","241"
"Sonar",""
"Female","33"
"Male","37"
"","70"
"Tajpuriya",""
"Female","11"
"Male","10"
"","21"
"Tatma/Tatwa",""
"Female","203"
"Male","218"
"","421"
"Teli",""
"Female","558"
"Male","605"
"","1163"
"Terai Others",""
"Female","32"
"Male","32"
"","64"
"Undefined Others",""
"Female","9"
"Male","16"
"","25"
"Yadav",""
"Female","154"
"Male","186"
"","340"
"Yakkha",""
"Female","18"
"Male","23"
"","41"
