"Population by Educational Attainment","Number"
"Beginners",""
"Female","119"
"Male","143"
"","262"
"Graduate and Equivalent",""
"Female","22"
"Male","152"
"","174"
"Intermediate and Equivalent",""
"Female","48"
"Male","301"
"","349"
"Level not Stated",""
"Female","72"
"Male","131"
"","203"
"Lower Secondary (Class 6-8)",""
"Female","787"
"Male","1480"
"","2267"
"Non Formal Education",""
"Female","49"
"Male","76"
"","125"
"Others",""
"Female","10"
"Male","3"
"","13"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","9"
"","10"
"Primary Education (1-5 Class)",""
"Female","2160"
"Male","2775"
"","4935"
"Secondary Level (Class 9-10)",""
"Female","280"
"Male","1030"
"","1310"
"SLC and Equivalent",""
"Female","144"
"Male","433"
"","577"
