"Population by Educational Attainment","Number"
"Beginners",""
"Female","89"
"Male","98"
"","187"
"Graduate and Equivalent",""
"Female","16"
"Male","33"
"","49"
"Intermediate and Equivalent",""
"Female","82"
"Male","158"
"","240"
"Level not Stated",""
"Female","19"
"Male","11"
"","30"
"Lower Secondary (Class 6-8)",""
"Female","608"
"Male","658"
"","1266"
"Non Formal Education",""
"Female","162"
"Male","197"
"","359"
"Others",""
"Female","1"
"Male","8"
"","9"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"","6"
"Primary Education (1-5 Class)",""
"Female","1100"
"Male","1401"
"","2501"
"Secondary Level (Class 9-10)",""
"Female","230"
"Male","247"
"","477"
"SLC and Equivalent",""
"Female","142"
"Male","237"
"","379"
