"Population by disability type","Number"
"Blind/low vision",""
"Female","51"
"Male","52"
"","103"
"Deaf/hard of hearing",""
"Female","45"
"Male","50"
"","95"
"Deaf-Blind",""
"Female","6"
"Male","4"
"","10"
"Intellectual disable",""
"Female","9"
"Male","10"
"","19"
"Mental disable",""
"Female","23"
"Male","37"
"","60"
"Multiple disable",""
"Female","28"
"Male","22"
"","50"
"No disability",""
"Female","13326"
"Male","9820"
"","23146"
"Physical",""
"Female","99"
"Male","114"
"","213"
"Speech problem",""
"Female","58"
"Male","53"
"","111"
