"Population by Educational Attainment","Number"
"Beginners",""
"Female","661"
"Male","688"
"Graduate and Equivalent",""
"Female","49"
"Male","88"
"Intermediate and Equivalent",""
"Female","240"
"Male","339"
"Level not Stated",""
"Female","14"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","2511"
"Male","2553"
"Non Formal Education",""
"Female","575"
"Male","614"
"Others",""
"Female","7"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","24"
"Primary Education (1-5 Class)",""
"Female","5354"
"Male","6280"
"Secondary Level (Class 9-10)",""
"Female","1088"
"Male","1040"
"SLC and Equivalent",""
"Female","500"
"Male","637"
