"Population by Single Year of Age","Number"
"0",""
"Female","338"
"Male","383"
"1",""
"Female","331"
"Male","373"
"10",""
"Female","540"
"Male","535"
"11",""
"Female","492"
"Male","500"
"12",""
"Female","592"
"Male","594"
"13",""
"Female","544"
"Male","524"
"14",""
"Female","559"
"Male","517"
"15",""
"Female","523"
"Male","467"
"16",""
"Female","521"
"Male","434"
"17",""
"Female","440"
"Male","390"
"18",""
"Female","545"
"Male","510"
"19",""
"Female","408"
"Male","362"
"2",""
"Female","356"
"Male","359"
"20",""
"Female","469"
"Male","381"
"21",""
"Female","366"
"Male","301"
"22",""
"Female","465"
"Male","429"
"23",""
"Female","303"
"Male","243"
"24",""
"Female","391"
"Male","323"
"25",""
"Female","415"
"Male","334"
"26",""
"Female","329"
"Male","279"
"27",""
"Female","272"
"Male","276"
"28",""
"Female","350"
"Male","342"
"29",""
"Female","180"
"Male","216"
"3",""
"Female","349"
"Male","423"
"30",""
"Female","435"
"Male","415"
"31",""
"Female","179"
"Male","184"
"32",""
"Female","272"
"Male","275"
"33",""
"Female","185"
"Male","161"
"34",""
"Female","150"
"Male","169"
"35",""
"Female","407"
"Male","367"
"36",""
"Female","225"
"Male","168"
"37",""
"Female","173"
"Male","157"
"38",""
"Female","216"
"Male","187"
"39",""
"Female","142"
"Male","137"
"4",""
"Female","407"
"Male","413"
"40",""
"Female","414"
"Male","406"
"41",""
"Female","141"
"Male","131"
"42",""
"Female","192"
"Male","200"
"43",""
"Female","146"
"Male","133"
"44",""
"Female","124"
"Male","141"
"45",""
"Female","296"
"Male","285"
"46",""
"Female","135"
"Male","128"
"47",""
"Female","129"
"Male","124"
"48",""
"Female","136"
"Male","179"
"49",""
"Female","114"
"Male","109"
"5",""
"Female","447"
"Male","428"
"50",""
"Female","323"
"Male","327"
"51",""
"Female","98"
"Male","122"
"52",""
"Female","130"
"Male","158"
"53",""
"Female","93"
"Male","95"
"54",""
"Female","83"
"Male","82"
"55",""
"Female","171"
"Male","189"
"56",""
"Female","106"
"Male","86"
"57",""
"Female","93"
"Male","109"
"58",""
"Female","98"
"Male","97"
"59",""
"Female","71"
"Male","68"
"6",""
"Female","483"
"Male","437"
"60",""
"Female","230"
"Male","221"
"61",""
"Female","65"
"Male","84"
"62",""
"Female","87"
"Male","79"
"63",""
"Female","53"
"Male","68"
"64",""
"Female","49"
"Male","70"
"65",""
"Female","132"
"Male","125"
"66",""
"Female","43"
"Male","53"
"67",""
"Female","60"
"Male","65"
"68",""
"Female","60"
"Male","79"
"69",""
"Female","20"
"Male","37"
"7",""
"Female","515"
"Male","453"
"70",""
"Female","157"
"Male","131"
"71",""
"Female","34"
"Male","32"
"72",""
"Female","53"
"Male","54"
"73",""
"Female","36"
"Male","40"
"74",""
"Female","25"
"Male","31"
"75",""
"Female","65"
"Male","64"
"76",""
"Female","31"
"Male","21"
"77",""
"Female","30"
"Male","34"
"78",""
"Female","42"
"Male","53"
"79",""
"Female","24"
"Male","25"
"8",""
"Female","467"
"Male","535"
"80",""
"Female","55"
"Male","49"
"81",""
"Female","18"
"Male","11"
"82",""
"Female","15"
"Male","13"
"83",""
"Female","11"
"Male","17"
"84",""
"Female","15"
"Male","21"
"85",""
"Female","79"
"Male","99"
"9",""
"Female","516"
"Male","517"
