"Population by Educational Attainment","Number"
"Beginners",""
"Female","148"
"Male","159"
"","307"
"Graduate and Equivalent",""
"Female","61"
"Male","148"
"","209"
"Intermediate and Equivalent",""
"Female","244"
"Male","356"
"","600"
"Level not Stated",""
"Female","46"
"Male","51"
"","97"
"Lower Secondary (Class 6-8)",""
"Female","1672"
"Male","1672"
"","3344"
"Non Formal Education",""
"Female","1069"
"Male","1174"
"","2243"
"Others",""
"Female","2"
"Male","8"
"","10"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","21"
"","30"
"Primary Education (1-5 Class)",""
"Female","2426"
"Male","2982"
"","5408"
"Secondary Level (Class 9-10)",""
"Female","760"
"Male","833"
"","1593"
"SLC and Equivalent",""
"Female","851"
"Male","823"
"","1674"
