"Population by Mother tongue","Number"
"Bantawa",""
"Female","578"
"Male","638"
"","1216"
"Bhujel",""
"Female","24"
"Male","16"
"","40"
"Byansi",""
"Female","29"
"Male","31"
"","60"
"Chamling",""
"Female","110"
"Male","100"
"","210"
"Doteli",""
"Female","21"
"Male","17"
"","38"
"Dumi",""
"Female","10"
"Male","7"
"","17"
"Gurung",""
"Female","174"
"Male","192"
"","366"
"Hyolmo/Yholmo",""
"Female","205"
"Male","155"
"","360"
"Khaling",""
"Female","87"
"Male","87"
"","174"
"Kulung",""
"Female","62"
"Male","74"
"","136"
"Lapcha",""
"Female","73"
"Male","110"
"","183"
"Limbu",""
"Female","1411"
"Male","1308"
"","2719"
"Magar",""
"Female","289"
"Male","271"
"","560"
"Maithili",""
"Female","24"
"Male","30"
"","54"
"Nepali",""
"Female","5387"
"Male","5199"
"","10586"
"Newar",""
"Female","214"
"Male","215"
"","429"
"Not Reported",""
"Female","23"
"Male","21"
"","44"
"Others",""
"Female","26"
"Male","37"
"","63"
"Puma",""
"Female","12"
"Male","16"
"","28"
"Rai",""
"Female","344"
"Male","309"
"","653"
"Sherpa",""
"Female","415"
"Male","374"
"","789"
"Sunuwar",""
"Female","68"
"Male","64"
"","132"
"Tamang",""
"Female","445"
"Male","442"
"","887"
"Thami",""
"Female","219"
"Male","248"
"","467"
"Tharu",""
"Female","8"
"Male","5"
"","13"
"Thulung",""
"Female","110"
"Male","126"
"","236"
"Yakkha",""
"Female","299"
"Male","285"
"","584"
