"Population by Educational Attainment","Number"
"Beginners",""
"Female","1093"
"Male","1223"
"","2316"
"Graduate and Equivalent",""
"Female","1031"
"Male","1772"
"","2803"
"Intermediate and Equivalent",""
"Female","2714"
"Male","3454"
"","6168"
"Level not Stated",""
"Female","128"
"Male","113"
"","241"
"Lower Secondary (Class 6-8)",""
"Female","3432"
"Male","3993"
"","7425"
"Non Formal Education",""
"Female","1482"
"Male","1368"
"","2850"
"Others",""
"Female","10"
"Male","18"
"","28"
"Post Graduate Equivalent and Above",""
"Female","223"
"Male","698"
"","921"
"Primary Education (1-5 Class)",""
"Female","4832"
"Male","5159"
"","9991"
"Secondary Level (Class 9-10)",""
"Female","2665"
"Male","3201"
"","5866"
"SLC and Equivalent",""
"Female","3030"
"Male","4104"
"","7134"
