"Population by Single Year of Age","Number"
"0",""
"Female","32"
"Male","39"
"1",""
"Female","31"
"Male","20"
"10",""
"Female","45"
"Male","48"
"11",""
"Female","38"
"Male","44"
"12",""
"Female","40"
"Male","51"
"13",""
"Female","34"
"Male","53"
"14",""
"Female","32"
"Male","39"
"15",""
"Female","39"
"Male","40"
"16",""
"Female","28"
"Male","21"
"17",""
"Female","11"
"Male","29"
"18",""
"Female","26"
"Male","23"
"19",""
"Female","17"
"Male","24"
"2",""
"Female","47"
"Male","41"
"20",""
"Female","38"
"Male","33"
"21",""
"Female","33"
"Male","36"
"22",""
"Female","26"
"Male","27"
"23",""
"Female","45"
"Male","41"
"24",""
"Female","27"
"Male","44"
"25",""
"Female","43"
"Male","50"
"26",""
"Female","42"
"Male","36"
"27",""
"Female","28"
"Male","35"
"28",""
"Female","48"
"Male","46"
"29",""
"Female","24"
"Male","32"
"3",""
"Female","45"
"Male","43"
"30",""
"Female","55"
"Male","61"
"31",""
"Female","35"
"Male","38"
"32",""
"Female","27"
"Male","35"
"33",""
"Female","16"
"Male","24"
"34",""
"Female","23"
"Male","18"
"35",""
"Female","32"
"Male","43"
"36",""
"Female","26"
"Male","19"
"37",""
"Female","26"
"Male","41"
"38",""
"Female","29"
"Male","45"
"39",""
"Female","21"
"Male","23"
"4",""
"Female","42"
"Male","47"
"40",""
"Female","42"
"Male","34"
"41",""
"Female","22"
"Male","29"
"42",""
"Female","20"
"Male","30"
"43",""
"Female","25"
"Male","11"
"44",""
"Female","24"
"Male","19"
"45",""
"Female","28"
"Male","24"
"46",""
"Female","23"
"Male","19"
"47",""
"Female","22"
"Male","24"
"48",""
"Female","19"
"Male","16"
"49",""
"Female","19"
"Male","18"
"5",""
"Female","45"
"Male","54"
"50",""
"Female","47"
"Male","29"
"51",""
"Female","22"
"Male","31"
"52",""
"Female","20"
"Male","15"
"53",""
"Female","23"
"Male","20"
"54",""
"Female","17"
"Male","23"
"55",""
"Female","20"
"Male","16"
"56",""
"Female","18"
"Male","22"
"57",""
"Female","9"
"Male","18"
"58",""
"Female","26"
"Male","22"
"59",""
"Female","9"
"Male","14"
"6",""
"Female","41"
"Male","42"
"60",""
"Female","36"
"Male","35"
"61",""
"Female","23"
"Male","18"
"62",""
"Female","26"
"Male","22"
"63",""
"Female","17"
"Male","11"
"64",""
"Female","17"
"Male","9"
"65",""
"Female","28"
"Male","12"
"66",""
"Female","15"
"Male","13"
"67",""
"Female","8"
"Male","9"
"68",""
"Female","8"
"Male","7"
"69",""
"Female","10"
"Male","6"
"7",""
"Female","39"
"Male","32"
"70",""
"Female","17"
"Male","17"
"71",""
"Female","12"
"Male","9"
"72",""
"Female","7"
"Male","9"
"73",""
"Female","7"
"Male","5"
"74",""
"Female","3"
"Male","2"
"75",""
"Female","8"
"Male","4"
"76",""
"Female","5"
"Male","6"
"77",""
"Female","5"
"Male","0"
"78",""
"Female","6"
"Male","7"
"79",""
"Female","2"
"Male","3"
"8",""
"Female","40"
"Male","29"
"80",""
"Female","7"
"Male","7"
"81",""
"Female","9"
"Male","4"
"82",""
"Female","2"
"Male","0"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","3"
"Male","1"
"85",""
"Female","9"
"Male","8"
"9",""
"Female","51"
"Male","33"
