"Population by Educational Attainment","Number"
"Beginners",""
"Female","121"
"Male","149"
"","270"
"Graduate and Equivalent",""
"Female","11"
"Male","40"
"","51"
"Intermediate and Equivalent",""
"Female","111"
"Male","131"
"","242"
"Level not Stated",""
"Female","57"
"Male","69"
"","126"
"Lower Secondary (Class 6-8)",""
"Female","935"
"Male","996"
"","1931"
"Non Formal Education",""
"Female","192"
"Male","249"
"","441"
"Others",""
"Female","2"
"Male","7"
"","9"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","11"
"","12"
"Primary Education (1-5 Class)",""
"Female","1845"
"Male","2039"
"","3884"
"Secondary Level (Class 9-10)",""
"Female","547"
"Male","668"
"","1215"
"SLC and Equivalent",""
"Female","368"
"Male","403"
"","771"
