"Population by Mother tongue","Number"
"Bahing",""
"Female","28"
"Male","34"
"","62"
"Bantawa",""
"Female","12"
"Male","8"
"","20"
"Chamling",""
"Female","25"
"Male","9"
"","34"
"Dumi",""
"Female","1056"
"Male","982"
"","2038"
"Gurung",""
"Female","78"
"Male","61"
"","139"
"Khaling",""
"Female","26"
"Male","17"
"","43"
"Koche",""
"Female","945"
"Male","986"
"","1931"
"Koyee",""
"Female","54"
"Male","46"
"","100"
"Kulung",""
"Female","9"
"Male","2"
"","11"
"Limbu",""
"Female","23"
"Male","16"
"","39"
"Maithili",""
"Female","129"
"Male","155"
"","284"
"Nachhiring",""
"Female","122"
"Male","125"
"","247"
"Nepali",""
"Female","2110"
"Male","1890"
"","4000"
"Newar",""
"Female","75"
"Male","69"
"","144"
"Not Reported",""
"Female","39"
"Male","42"
"","81"
"Others",""
"Female","34"
"Male","20"
"","54"
"Rai",""
"Female","24"
"Male","23"
"","47"
"Sampang",""
"Female","2548"
"Male","2251"
"","4799"
"Sherpa",""
"Female","129"
"Male","120"
"","249"
"Sunuwar",""
"Female","14"
"Male","15"
"","29"
"Tamang",""
"Female","438"
"Male","407"
"","845"
"Thulung",""
"Female","35"
"Male","32"
"","67"
"Wambule",""
"Female","12"
"Male","13"
"","25"
