"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","132"
"Male","129"
"","261"
"Chhetri",""
"Female","812"
"Male","686"
"","1498"
"Damai/Dholi",""
"Female","251"
"Male","236"
"","487"
"Gharti/Bhujel",""
"Female","63"
"Male","55"
"","118"
"Gurung",""
"Female","156"
"Male","135"
"","291"
"Kami",""
"Female","398"
"Male","377"
"","775"
"Koiri/Kushwaha",""
"Female","127"
"Male","137"
"","264"
"Limbu",""
"Female","35"
"Male","28"
"","63"
"Magar",""
"Female","4"
"Male","7"
"","11"
"Nachhiring",""
"Female","55"
"Male","68"
"","123"
"Newar",""
"Female","147"
"Male","127"
"","274"
"Others",""
"Female","15"
"Male","28"
"","43"
"Rai",""
"Female","5026"
"Male","4628"
"","9654"
"Sanyasi/Dasnami",""
"Female","38"
"Male","33"
"","71"
"Sarki",""
"Female","27"
"Male","32"
"","59"
"Sherpa",""
"Female","174"
"Male","151"
"","325"
"Sunuwar",""
"Female","58"
"Male","49"
"","107"
"Tamang",""
"Female","440"
"Male","408"
"","848"
"Undefined Others",""
"Female","7"
"Male","9"
"","16"
