"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","4"
"Male","8"
"","12"
"Badi",""
"Female","83"
"Male","80"
"","163"
"Bangali",""
"Female","11"
"Male","6"
"","17"
"Bhote",""
"Female","30"
"Male","28"
"","58"
"Brahman - Hill",""
"Female","7838"
"Male","6408"
"","14246"
"Brahman - Tarai",""
"Female","34"
"Male","34"
"","68"
"Chamar/ Harijan/ Ram",""
"Female","397"
"Male","386"
"","783"
"Chepang /Praja",""
"Female","15"
"Male","13"
"","28"
"Chhetri",""
"Female","3519"
"Male","2895"
"","6414"
"Dalit Others",""
"Female","10"
"Male","13"
"","23"
"Damai/Dholi",""
"Female","566"
"Male","481"
"","1047"
"Darai",""
"Female","33"
"Male","25"
"","58"
"Dhankar/ Dharikar",""
"Female","102"
"Male","90"
"","192"
"Dhanuk",""
"Female","9"
"Male","10"
"","19"
"Dhobi",""
"Female","157"
"Male","142"
"","299"
"Dusadh/ Pasawan/ Pasi",""
"Female","81"
"Male","79"
"","160"
"Gaine",""
"Female","21"
"Male","7"
"","28"
"Ghale",""
"Female","30"
"Male","26"
"","56"
"Gharti/Bhujel",""
"Female","127"
"Male","131"
"","258"
"Gurung",""
"Female","1698"
"Male","1267"
"","2965"
"Hajam/Thakur",""
"Female","104"
"Male","98"
"","202"
"Halwai",""
"Female","108"
"Male","103"
"","211"
"Kahar",""
"Female","40"
"Male","44"
"","84"
"Kalwar",""
"Female","71"
"Male","57"
"","128"
"Kami",""
"Female","1805"
"Male","1443"
"","3248"
"Kanu",""
"Female","5"
"Male","8"
"","13"
"Kathabaniyan",""
"Female","113"
"Male","105"
"","218"
"Kewat",""
"Female","305"
"Male","280"
"","585"
"Khawas",""
"Female","48"
"Male","44"
"","92"
"Koiri/Kushwaha",""
"Female","64"
"Male","64"
"","128"
"Kumal",""
"Female","475"
"Male","404"
"","879"
"Kumhar",""
"Female","135"
"Male","130"
"","265"
"Kurmi",""
"Female","93"
"Male","101"
"","194"
"Lohar",""
"Female","73"
"Male","64"
"","137"
"Magar",""
"Female","4874"
"Male","3973"
"","8847"
"Majhi",""
"Female","11"
"Male","6"
"","17"
"Mallaha",""
"Female","44"
"Male","41"
"","85"
"Musahar",""
"Female","160"
"Male","140"
"","300"
"Musalman",""
"Female","449"
"Male","472"
"","921"
"Natuwa",""
"Female","11"
"Male","8"
"","19"
"Newar",""
"Female","693"
"Male","574"
"","1267"
"Others",""
"Female","36"
"Male","30"
"","66"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","8"
"","13"
"Rai",""
"Female","63"
"Male","63"
"","126"
"Rajbhar",""
"Female","41"
"Male","51"
"","92"
"Rajput",""
"Female","8"
"Male","6"
"","14"
"Sanyasi/Dasnami",""
"Female","597"
"Male","603"
"","1200"
"Sarki",""
"Female","270"
"Male","234"
"","504"
"Sonar",""
"Female","7"
"Male","10"
"","17"
"Sunuwar",""
"Female","41"
"Male","27"
"","68"
"Tamang",""
"Female","341"
"Male","293"
"","634"
"Teli",""
"Female","112"
"Male","130"
"","242"
"Terai Others",""
"Female","49"
"Male","44"
"","93"
"Thakali",""
"Female","50"
"Male","38"
"","88"
"Thakuri",""
"Female","438"
"Male","333"
"","771"
"Tharu",""
"Female","3135"
"Male","2888"
"","6023"
"Yadav",""
"Female","566"
"Male","539"
"","1105"
