"Population by Educational Attainment","Number"
"Beginners",""
"Female","152"
"Male","185"
"","337"
"Graduate and Equivalent",""
"Female","30"
"Male","85"
"","115"
"Intermediate and Equivalent",""
"Female","114"
"Male","223"
"","337"
"Level not Stated",""
"Female","6"
"Male","7"
"","13"
"Lower Secondary (Class 6-8)",""
"Female","1405"
"Male","1227"
"","2632"
"Non Formal Education",""
"Female","487"
"Male","386"
"","873"
"Others",""
"Female","1"
"Male","1"
"","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","31"
"","36"
"Primary Education (1-5 Class)",""
"Female","2123"
"Male","2277"
"","4400"
"Secondary Level (Class 9-10)",""
"Female","678"
"Male","735"
"","1413"
"SLC and Equivalent",""
"Female","840"
"Male","836"
"","1676"
