"Population by disability type","Number"
"Blind/low vision",""
"Female","110"
"Male","106"
"","216"
"Deaf/hard of hearing",""
"Female","105"
"Male","116"
"","221"
"Deaf-Blind",""
"Female","9"
"Male","13"
"","22"
"Intellectual disable",""
"Female","12"
"Male","12"
"","24"
"Mental disable",""
"Female","41"
"Male","58"
"","99"
"Multiple disable",""
"Female","35"
"Male","27"
"","62"
"No disability",""
"Female","33283"
"Male","29691"
"","62974"
"Physical",""
"Female","229"
"Male","316"
"","545"
"Speech problem",""
"Female","100"
"Male","123"
"","223"
