"Population by Educational Attainment","Number"
"Beginners",""
"Female","877"
"Male","1051"
"","1928"
"Graduate and Equivalent",""
"Female","304"
"Male","574"
"","878"
"Intermediate and Equivalent",""
"Female","1228"
"Male","1293"
"","2521"
"Level not Stated",""
"Female","39"
"Male","39"
"","78"
"Lower Secondary (Class 6-8)",""
"Female","4008"
"Male","4219"
"","8227"
"Non Formal Education",""
"Female","998"
"Male","893"
"","1891"
"Others",""
"Female","14"
"Male","9"
"","23"
"Post Graduate Equivalent and Above",""
"Female","50"
"Male","253"
"","303"
"Primary Education (1-5 Class)",""
"Female","7588"
"Male","8420"
"","16008"
"Secondary Level (Class 9-10)",""
"Female","1699"
"Male","2032"
"","3731"
"SLC and Equivalent",""
"Female","2543"
"Male","2834"
"","5377"
