"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","30"
"Male","52"
"","82"
"Danuwar",""
"Female","648"
"Male","620"
"","1268"
"Gurung",""
"Female","34"
"Male","30"
"","64"
"Hayu/Vayu",""
"Female","286"
"Male","262"
"","548"
"Limbu",""
"Female","7"
"Male","7"
"","14"
"Magar",""
"Female","1663"
"Male","1424"
"","3087"
"Maithili",""
"Female","470"
"Male","611"
"","1081"
"Majhi",""
"Female","244"
"Male","233"
"","477"
"Nepali",""
"Female","22235"
"Male","19853"
"","42088"
"Newar",""
"Female","941"
"Male","892"
"","1833"
"Not Reported",""
"Female","20"
"Male","19"
"","39"
"Others",""
"Female","37"
"Male","42"
"","79"
"Rai",""
"Female","24"
"Male","31"
"","55"
"Sherpa",""
"Female","8"
"Male","6"
"","14"
"Sign Language",""
"Female","11"
"Male","15"
"","26"
"Sunuwar",""
"Female","260"
"Male","218"
"","478"
"Tamang",""
"Female","6961"
"Male","6099"
"","13060"
"Thami",""
"Female","33"
"Male","25"
"","58"
"Tharu",""
"Female","9"
"Male","15"
"","24"
"Urdu",""
"Female","3"
"Male","8"
"","11"
