"Population by Educational Attainment","Number"
"Beginners",""
"Female","646"
"Male","693"
"Graduate and Equivalent",""
"Female","6"
"Male","34"
"Intermediate and Equivalent",""
"Female","70"
"Male","105"
"Level not Stated",""
"Female","13"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","1015"
"Male","1138"
"Non Formal Education",""
"Female","1028"
"Male","537"
"Others",""
"Female","2"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","3561"
"Male","4119"
"Secondary Level (Class 9-10)",""
"Female","273"
"Male","383"
"SLC and Equivalent",""
"Female","188"
"Male","316"
