"Population by Educational Attainment","Number"
"Beginners",""
"Female","393"
"Male","408"
"","801"
"Graduate and Equivalent",""
"Female","42"
"Male","58"
"","100"
"Intermediate and Equivalent",""
"Female","156"
"Male","170"
"","326"
"Level not Stated",""
"Female","23"
"Male","27"
"","50"
"Lower Secondary (Class 6-8)",""
"Female","1674"
"Male","1550"
"","3224"
"Non Formal Education",""
"Female","521"
"Male","266"
"","787"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","19"
"","22"
"Primary Education (1-5 Class)",""
"Female","4143"
"Male","4382"
"","8525"
"Secondary Level (Class 9-10)",""
"Female","699"
"Male","688"
"","1387"
"SLC and Equivalent",""
"Female","420"
"Male","444"
"","864"
