"Population by Educational Attainment","Number"
"Beginners",""
"Female","237"
"Male","233"
"Graduate and Equivalent",""
"Female","8"
"Male","34"
"Intermediate and Equivalent",""
"Female","45"
"Male","73"
"Level not Stated",""
"Female","8"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","736"
"Male","761"
"Non Formal Education",""
"Female","479"
"Male","298"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","2099"
"Male","2115"
"Secondary Level (Class 9-10)",""
"Female","265"
"Male","286"
"SLC and Equivalent",""
"Female","193"
"Male","247"
