"Population by Single Year of Age","Number"
"0",""
"Female","242"
"Male","241"
"1",""
"Female","181"
"Male","181"
"10",""
"Female","422"
"Male","513"
"11",""
"Female","153"
"Male","193"
"12",""
"Female","325"
"Male","403"
"13",""
"Female","185"
"Male","217"
"14",""
"Female","261"
"Male","283"
"15",""
"Female","228"
"Male","276"
"16",""
"Female","201"
"Male","273"
"17",""
"Female","149"
"Male","181"
"18",""
"Female","245"
"Male","352"
"19",""
"Female","96"
"Male","121"
"2",""
"Female","296"
"Male","287"
"20",""
"Female","283"
"Male","331"
"21",""
"Female","67"
"Male","91"
"22",""
"Female","172"
"Male","220"
"23",""
"Female","138"
"Male","119"
"24",""
"Female","125"
"Male","112"
"25",""
"Female","315"
"Male","371"
"26",""
"Female","129"
"Male","113"
"27",""
"Female","70"
"Male","103"
"28",""
"Female","288"
"Male","212"
"29",""
"Female","46"
"Male","73"
"3",""
"Female","298"
"Male","318"
"30",""
"Female","445"
"Male","422"
"31",""
"Female","32"
"Male","36"
"32",""
"Female","217"
"Male","175"
"33",""
"Female","73"
"Male","71"
"34",""
"Female","70"
"Male","76"
"35",""
"Female","333"
"Male","452"
"36",""
"Female","87"
"Male","91"
"37",""
"Female","42"
"Male","68"
"38",""
"Female","186"
"Male","136"
"39",""
"Female","37"
"Male","35"
"4",""
"Female","310"
"Male","306"
"40",""
"Female","351"
"Male","403"
"41",""
"Female","15"
"Male","28"
"42",""
"Female","92"
"Male","99"
"43",""
"Female","62"
"Male","49"
"44",""
"Female","15"
"Male","27"
"45",""
"Female","244"
"Male","317"
"46",""
"Female","40"
"Male","32"
"47",""
"Female","27"
"Male","18"
"48",""
"Female","119"
"Male","91"
"49",""
"Female","17"
"Male","13"
"5",""
"Female","362"
"Male","372"
"50",""
"Female","237"
"Male","320"
"51",""
"Female","9"
"Male","16"
"52",""
"Female","41"
"Male","41"
"53",""
"Female","24"
"Male","14"
"54",""
"Female","29"
"Male","16"
"55",""
"Female","164"
"Male","226"
"56",""
"Female","18"
"Male","33"
"57",""
"Female","15"
"Male","26"
"58",""
"Female","62"
"Male","50"
"59",""
"Female","19"
"Male","8"
"6",""
"Female","315"
"Male","337"
"60",""
"Female","229"
"Male","245"
"61",""
"Female","9"
"Male","16"
"62",""
"Female","52"
"Male","39"
"63",""
"Female","22"
"Male","15"
"64",""
"Female","18"
"Male","19"
"65",""
"Female","187"
"Male","180"
"66",""
"Female","16"
"Male","21"
"67",""
"Female","16"
"Male","16"
"68",""
"Female","22"
"Male","37"
"69",""
"Female","7"
"Male","5"
"7",""
"Female","290"
"Male","300"
"70",""
"Female","129"
"Male","137"
"71",""
"Female","2"
"Male","13"
"72",""
"Female","22"
"Male","35"
"73",""
"Female","6"
"Male","9"
"74",""
"Female","2"
"Male","9"
"75",""
"Female","64"
"Male","84"
"76",""
"Female","8"
"Male","9"
"77",""
"Female","3"
"Male","3"
"78",""
"Female","7"
"Male","9"
"79",""
"Female","3"
"Male","3"
"8",""
"Female","404"
"Male","412"
"80",""
"Female","30"
"Male","35"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","6"
"Male","5"
"84",""
"Female","1"
"Male","1"
"85",""
"Female","29"
"Male","20"
"9",""
"Female","198"
"Male","226"
