"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","18"
"Male","15"
"Baraee",""
"Female","45"
"Male","49"
"Bin",""
"Female","935"
"Male","1024"
"Brahman - Hill",""
"Female","183"
"Male","203"
"Brahman - Tarai",""
"Female","138"
"Male","145"
"Chamar/ Harijan/ Ram",""
"Female","1005"
"Male","1044"
"Chhetri",""
"Female","1550"
"Male","1610"
"Dhanuk",""
"Female","121"
"Male","143"
"Dhobi",""
"Female","366"
"Male","393"
"Dhunia",""
"Female","9"
"Male","6"
"Dom",""
"Female","17"
"Male","17"
"Dusadh/ Pasawan/ Pasi",""
"Female","487"
"Male","518"
"Foreigner",""
"Female","19"
"Male","17"
"Gaderi/Bhedihar",""
"Female","42"
"Male","48"
"Hajam/Thakur",""
"Female","463"
"Male","483"
"Halwai",""
"Female","12"
"Male","9"
"Kahar",""
"Female","49"
"Male","59"
"Kalwar",""
"Female","222"
"Male","238"
"Kamar",""
"Female","22"
"Male","22"
"Kami",""
"Female","23"
"Male","34"
"Kanu",""
"Female","1322"
"Male","1394"
"Kathabaniyan",""
"Female","265"
"Male","303"
"Kayastha",""
"Female","23"
"Male","24"
"Kewat",""
"Female","160"
"Male","168"
"Koiri/Kushwaha",""
"Female","357"
"Male","360"
"Kumal",""
"Female","81"
"Male","79"
"Kumhar",""
"Female","49"
"Male","72"
"Kurmi",""
"Female","1565"
"Male","1658"
"Lohar",""
"Female","294"
"Male","301"
"Magar",""
"Female","22"
"Male","27"
"Mali",""
"Female","35"
"Male","48"
"Mallaha",""
"Female","1003"
"Male","1022"
"Musahar",""
"Female","19"
"Male","11"
"Musalman",""
"Female","2141"
"Male","2220"
"Natuwa",""
"Female","6"
"Male","6"
"Newar",""
"Female","8"
"Male","7"
"Nuniya",""
"Female","261"
"Male","315"
"Others",""
"Female","23"
"Male","5"
"Rai",""
"Female","19"
"Male","14"
"Rajput",""
"Female","99"
"Male","99"
"Sanyasi/Dasnami",""
"Female","204"
"Male","251"
"Sarki",""
"Female","22"
"Male","18"
"Satar/ Santhal",""
"Female","35"
"Male","38"
"Sonar",""
"Female","173"
"Male","166"
"Tatma/Tatwa",""
"Female","387"
"Male","422"
"Teli",""
"Female","676"
"Male","711"
"Terai Others",""
"Female","96"
"Male","114"
"Tharu",""
"Female","15"
"Male","10"
"Yadav",""
"Female","940"
"Male","919"
