"Population by Educational Attainment","Number"
"Beginners",""
"Female","193"
"Male","173"
"Graduate and Equivalent",""
"Female","14"
"Male","143"
"Intermediate and Equivalent",""
"Female","81"
"Male","353"
"Level not Stated",""
"Female","12"
"Male","37"
"Lower Secondary (Class 6-8)",""
"Female","739"
"Male","2016"
"Non Formal Education",""
"Female","41"
"Male","50"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","28"
"Primary Education (1-5 Class)",""
"Female","3129"
"Male","4627"
"Secondary Level (Class 9-10)",""
"Female","253"
"Male","1155"
"SLC and Equivalent",""
"Female","106"
"Male","410"
