"Population by Educational Attainment","Number"
"Beginners",""
"Female","1041"
"Male","1118"
"","2159"
"Graduate and Equivalent",""
"Female","90"
"Male","223"
"","313"
"Intermediate and Equivalent",""
"Female","435"
"Male","749"
"","1184"
"Level not Stated",""
"Female","35"
"Male","33"
"","68"
"Lower Secondary (Class 6-8)",""
"Female","2701"
"Male","4166"
"","6867"
"Non Formal Education",""
"Female","175"
"Male","304"
"","479"
"Others",""
"Female","30"
"Male","28"
"","58"
"Post Graduate Equivalent and Above",""
"Female","24"
"Male","107"
"","131"
"Primary Education (1-5 Class)",""
"Female","7735"
"Male","9802"
"","17537"
"Secondary Level (Class 9-10)",""
"Female","1072"
"Male","1696"
"","2768"
"SLC and Equivalent",""
"Female","1079"
"Male","1488"
"","2567"
